Faction,#,Rarity,Type,Name,Point Cost,Masts,Cargo,Base Move,Cannons,Link,Ability,Flavor Text,Treasure Values,SheetName,Set,Edits Log,"If you see something in this Master Spreadsheet that you know is incorrect, message me at any of the Pirates CSG community sites or a7xfanben@gmail.com.  Thanks!"
Pirate,037b,Common,Crew,Musketeer,3.0,,,,,,This ship gains one rank 3 cannon with S range cannon that may not have its range or cannon roll increased. It can shoot from any mast (even an eliminated mast).,,,Spanish Main Unlimited,,,
Pirate,038a,Common,Crew,Lucky the Parrot,1.0,,,,,"David ""Bones"" Wiley","Once per turn, this ship may look at one face-down cargo on any ship.","Bones often has Lucky fly to a ship to see what she holds. When Lucky returns, it uses its claws to ""roll"" dice into a stein, determining if the ship will be spared or pursued. Potential victims know that to shoot at Lucky would result in Wiley killing them and everyone they've ever met, so they leave their fate to the dice.",,Spanish Main Unlimited,,,
Pirate,038b,Common,Crew,Explorer,1.0,,,,,,This ship may dock and explore a wild island using the same move action.,,,Spanish Main Unlimited,,,
Pirate,039a,Common,Crew,Genny's Red Rampage,2.0,,,,,Genny Gallows,This ship gets +1 to her boarding rolls.,"Genny Gallows' crew have been known to kill each other for the right to wear cloth torn from the curtains of the Red Curtain bordello, which signifies membership in the Red Rampage boarding party. Rumor is that the banshees who survive a tour are treated to a night at the Red Curtain.",,Spanish Main Unlimited,,,
Pirate,039b,Common,Crew,Explorer,1.0,,,,,,This ship may dock and explore a wild island using the same move action.,,,Spanish Main Unlimited,,,
Pirate,040a,Common,Crew,Gaspar Zuan,2.0,,,,,Fidel Zuan,Place this crew face up during setup. Reduce the cost of all other crew placed on this ship by 1.,"Gaspar was given the El Picador by Spain to hunt English pirates, and his brother Fidel was kept hostage to ensure his return. But Gaspar betrayed them both by attacking the Spanish treasure fleet. Gaspar can talk anyone into joining him, even his brother. One day his lies will catch up with him, but that day is not today.",,Spanish Main Unlimited,,,
Pirate,040b,Common,Crew,Shipwright,2.0,,,,,,This ship may repair at sea or at any island.,,,Spanish Main Unlimited,,,
English,41,Rare,Ship,HMS Titan  ,17.0,5.0,5.0,L,2S-2L-2L-2L-2S,,"Once per turn, roll a d6. On a 5 or 6, this ship may be given an extra action.","HMS Titan, the largest English ship on the Spanish Main, is the only ship that has ever wounded the mysterious Revenant. Admiral Lord Battonbrig commands the Titan with iron discipline.",,Spanish Main Unlimited,,,
English,42,Rare,Ship,HMS Albion  ,5.0,1.0,2.0,L,3S,,"If derelict, this ship gains a base move of S.","HMS Albion is an excellent scouting sloop. She especially shines in slow waters, sailing circles around more bulky vessels.",,Spanish Main Unlimited,,,
English,43,Rare,Ship,HMS Lord Algernon  ,15.0,5.0,3.0,S,2S-2L-2L-2L-2S,,This ship ignores the first hit she takes each turn as long as she has all of her masts.,"HMS Lord Algernon is constructed of double-planked American colonial hardwood, making her slow but almost cannon proof. She has come to the Spanish Main to support attacks on Spanish interests.",,Spanish Main Unlimited,,,
English,44,Rare,Ship,HMS Europa  ,8.0,1.0,1.0,S+S,3S,,"Once per turn, roll a d6. On a 5 or 6, this ship may be given an extra action.",The crew of the sloop HMS Europa live in fear that Commander Temple will again come aboard on a scouting mission.,,Spanish Main Unlimited,,,
English,45,Uncommon,Ship,HMS Leicester  ,18.0,4.0,4.0,L,3S-3L-3L-3S,,This ship eliminates two masts with one hit.,HMS Leicester is currently the English fleet's most effective gunship. She features batteries of a new cannon type designed by Weapon-master Charles Southwyn.,,Spanish Main Unlimited,,,
English,46,Uncommon,Ship,HMS Oxley  ,15.0,3.0,3.0,L,4S-4L-4S,,This ship eliminates two masts with one hit.,"HMS Oxley features heavy cannons that can splinter an enemy mast in a single broadside. The downside is that the guns are too heavy for the crew to maneuver quickly, reducing accuracy.",,Spanish Main Unlimited,,,
English,47,Uncommon,Ship,HMS King Edward  ,13.0,4.0,6.0,L,4S-4L-4L-4S,,"If this ship has a Captain crew, she gets +1 to her cannon rolls.","HMS King Edward, the most modern English ship in the Caribbean, is often the flagship of larger naval actions. When a senior officer is on board, her crew excels—especially her gun crew.",,Spanish Main Unlimited,,,
English,48,Uncommon,Ship,HMS Belle of Exeter  ,16.0,3.0,3.0,L,3S-4L-3S,,"This ship's cannons may not be eliminated (masts still may be). If derelict, she cannot shoot.","Ironsides Exeter, as she is known to many in the Caribbean, has plate iron surrounding all her gun decks. This makes her cannons almost impossible to destroy, but her speed and cargo capacity suffer as a result.",,Spanish Main Unlimited,,,
English,49,Uncommon,Ship,HMS Dover  ,10.0,4.0,5.0,S+S,3S-3L-3L-3S,,,"HMS Dover is the standard of Her Majesty's Navy. She is large, well armed, has above-average cargo capacity, and is capable of reasonable speed.",,Spanish Main Unlimited,,,
English,50,Uncommon,Ship,HMS Bolingbroke  ,9.0,3.0,3.0,S+S,2S-2L-2S,,Other ships do not block this ship's line of fire.,"Captain McGrath is not the most flamboyant of commanders, but his gun crew is among the best on the Spanish Main thanks to his endless training.",,Spanish Main Unlimited,,,
English,51,Common,Ship,HMS Gallowglass  ,6.0,2.0,2.0,S+S,3L-3S,,"When this ship sinks another ship, you may repair one of this ship's masts.","HMS Gallowglass is manned by many ex-cons, including several ""Bones"" Wylie's crew. These men can strip valuables from sinking ships and barely get their feet wet.",,Spanish Main Unlimited,,,
English,52,Common,Ship,HMS Birkenhead  ,11.0,3.0,4.0,L,3S-3L-3S,,This ship gets +1 to her boarding rolls.,HMS Birkenhead was part of several of Sir Myngs' insertions into Spanish ports. It was outfitted with spikes and guillotine lines to aid in the repelling of boarding parties.,,Spanish Main Unlimited,,,
English,53,Common,Ship,HMS Meresman  ,6.0,2.0,2.0,S+S,3S-3S,,"You may double the range of this ship's cannons each turn, but you must roll a 6 to hit.",The guns of HMS Meresman have the longest range on the Spanish Main.,,Spanish Main Unlimited,,,
English,54,Common,Ship,HMS Wycliffe  ,9.0,3.0,3.0,L,2S-2L-2S,,Ramming cannot eliminate this ship's masts.,HMS Wycliffe was constructed in the shipyards of Boston of incredibly strong American hardwoods. It is said that she can withstand being rammed by any ship on the Spanish Main.,,Spanish Main Unlimited,,,
English,55,Common,Ship,HMS Plantagenet  ,8.0,2.0,3.0,S+L,3S-3S,,This ship gets +1 to her cannon rolls against Pirate ships.,"HMS Plantagenet is a small, mercurial ship able to sail in shallow waters and up streams. This pirate hunter is manned exclusively by men who have lost everything to pirates.",,Spanish Main Unlimited,,,
English,56,Common,Ship,HMS Lord Walpole  ,10.0,3.0,4.0,L,2S-2L-2S,,"When this ship hits another ship, you choose which mast is eliminated.","HMS Lord Walpole's gun crew was personally trained by Thomas Gunn, so suffice it to say they are good shots.",,Spanish Main Unlimited,,,
English,57,Rare,Crew,Admiral Morgan,5.0,,,,,,"Once per turn, roll a d6. On a 5 or 6, this ship may be given an extra action.","Henry Morgan was once a feared buccaneer. Sailing under letters of marque from Sir Myngs and Governor Modyford, he became wealthy by sacking Spanish Caribbean towns. Governor Lynch sent him to England to stand trial for his crimes, but instead he was knighted and made admiral of all the English fleets on the Spanish Main.",,Spanish Main Unlimited,,,
English,58,Rare,Crew,Sir Christopher Myngs,3.0,,,,,Myng's Marauders,"Once per turn before you give this ship an action, roll a d6. On a 5 or 6, this ship may be given the same action twice.","Myngs was sent to the Spanish Main to remove the Spanish. As usual, however, he wasn't given enough ships to do the job, so he pioneered the English-buccaneer fleet. He personally led the largest of these fleets against the Spanish and Dutch.",,Spanish Main Unlimited,,,
English,059a,Common,Crew,Carbon Charlie,3.0,,,,,Powder Pete,"When this ship is docked at your home island, you may eliminate one treasure. It becomes a rank 3 cannon that shoots short range and can only be eliminated when the ship sinks.","Always covered in soot from his forge, ""Carbon Charlie"" makes some of the finest firearms in the world. His crowning achievement—the secret of which he will likely take to the grave—is the world's largest cannon.",,Spanish Main Unlimited,,,
English,059b,Common,Crew,Explorer,1.0,,,,,,This ship may dock and explore a wild island using the same move action.,,,Spanish Main Unlimited,,,
English,060a,Common,Crew,Thomas Gunn the Elder,3.0,,,,,Thomas Gunn the Younger,This ship gets +1 to her cannon rolls against Spanish ships.,"Gunn's family was sailing to Jamaica when the Spanish warship El Tirón attacked. His wife was killed, and Capitán de Alva took Gunn's 18-year-old daughter, Catherine, hostage. Gunn sold his soul to the navy for ransom money, but Spain denies any knowledge of her.",,Spanish Main Unlimited,,,
English,060b,Common,Crew,Shipwright,2.0,,,,,,This ship may repair at sea or at any island.,,,Spanish Main Unlimited,,,
English,061a,Common,Crew,Governor Lynch,3.0,,,,,Lynch's Noose,This ship gets +1 to her cannon rolls against Pirate ships.,Lynch hates pirates with a passion that defies reason. He despises Morgan for being a pirate and Myngs and Modyford for sullying the crown of England by associating with them. He often leads his fleets in pirate-hunting expeditions.,,Spanish Main Unlimited,,,
English,061b,Common,Crew,Oarsman,1.0,,,,,,"If derelict, this ship gains a base move of S. This crew takes up no cargo space.",,,Spanish Main Unlimited,,,
English,062a,Common,Crew,Countess Diana Doone,2.0,,,,,Brother Virgil,Place this crew face up during setup. Reduce the cost of all other crew placed on this ship by 1.,"Countess Doone is the sweet-talking belle of English Caribbean society. Her dark secret is that she was actually shipped to the Spanish Main as an Irish indentured servant. When her ship was attacked by pirates, she took advantage of the chaos to take the possessions and personality of a rich young lady who no longer ""needed"" them. She has spellbound the Jamaican royal court ever since.",,Spanish Main Unlimited,,,
English,062b,Common,Crew,Explorer,1.0,,,,,,This ship may dock and explore a wild island using the same move action.,,,Spanish Main Unlimited,,,
English,063a,Common,Crew,Myngs Marauders,3.0,,,,,Sir Christopher Myngs,Other ships do not block this ship's line of fire.,Myngs' most-trusted men have been with him since he was captain of the 52-gun Marston Moor. They are well trained and have deadly aim.,,Spanish Main Unlimited,,,
English,063b,Common,Crew,Shipwright,2.0,,,,,,This ship may repair at sea or at any island.,,,Spanish Main Unlimited,,,
English,064a,Common,Crew,Thomas Gunn the Younger,5.0,,,,,Thomas Gunn the Elder,"This ship may move and shoot using the same move action, plus. Once per turn when this ship hits an enemy ship, also eliminate one crew from that ship.","Gunn became a marine in His Majesty's Navy to seek revenge on the Spanish for his mother's death and sister's abduction, and he becomes more convinced every day that pirates deserve to die. His marksmanship is famous on the Main, as is his pension for keeping to himself.",,Spanish Main Unlimited,,,
English,064b,Common,Crew,Musketeer,3.0,,,,,,This ship gains one rank 3 cannon with S range cannon that may not have its range or cannon roll increased. It can shoot from any mast (even an eliminated mast).,,,Spanish Main Unlimited,,,
English,065a,Common,Crew,Brother Virgil,3.0,,,,,Countess Diana Doone,Crew of any nationality may use their abilities on this ship.,"Brother Virgil has been a spiritual guide to island natives for many years. No one knows exactly which holy order he belongs to, but it apparently does not require a vow of poverty: The affable monk has grown rich from ""gifts"" received for placing crew on ships.",,Spanish Main Unlimited,,,
English,065b,Common,Crew,Musketeer,3.0,,,,,,This ship gains one rank 3 cannon with S range cannon that may not have its range or cannon roll increased. It can shoot from any mast (even an eliminated mast).,,,Spanish Main Unlimited,,,
English,066a,Common,Crew,Lynch's Noose,2.0,,,,,Governor Lynch,This ship gets +1 to her boarding rolls.,The Noose is a special unit of the King's Marines that specializes in the bloody business of boarding actions. These men are the most loyal to Governor Lynch and his quest to rid the Caribbean of pirates.,,Spanish Main Unlimited,,,
English,066b,Common,Crew,Explorer,1.0,,,,,,This ship may dock and explore a wild island using the same move action.,,,Spanish Main Unlimited,,,
English,067a,Common,Crew,Powder Pete,2.0,,,,,Carbon Charlie,One of this ship's treasures is worth +1 gold when she docks at your home island.,"Pete is Carbon Charlie's right-hand man—mostly because he caused Charlie to lose his right arm! Powder Pete knows how to turn cannons into gold and, when they have it, gold into more gold.",,Spanish Main Unlimited,,,
English,067b,Common,Crew,Oarsman,1.0,,,,,,"If derelict, this ship gains a base move of S. This crew takes up no cargo space.",,,Spanish Main Unlimited,,,
English,068a,Common,Crew,Commander Temple,6.0,,,,,,You own any derelict this ship explores; both ships become docked at your home island.,Temple is the second son of an English nobleman in Ireland. Many say that his success has been greased with the blood of men he throws into hopeless situations and deadly boarding actions. His only weakness is his infatuation with the lovely Countess Doone.,,Spanish Main Unlimited,,,
English,068b,Common,Crew,Shipwright,2.0,,,,,,This ship may repair at sea or at any island.,,,Spanish Main Unlimited,,,
Spanish,69,Rare,Ship,El Acorazado  ,21.0,5.0,5.0,S,2S-3L-3L-3L-2S,,Two hits from the same shoot action are required to eliminate one of this ship's masts.,"The captain of ""The Battleship,"" pride of the Spanish fleet and perhaps the strongest ship ever built, claims that not even the devil himself could sink her. The mysterious pirate El Fantasma, however, may soon test that boast.",,Spanish Main Unlimited,,,
Spanish,70,Rare,Ship,Santa Teresa,9.0,1.0,1.0,S+L,2S,,L-range cannons cannot hit this ship.,"The crew of the Santa Teresa believe that their sloop is blessed by Teresa herself, for their luck has never run out.",,Spanish Main Unlimited,,,
Spanish,71,Rare,Ship,El Garante  ,21.0,5.0,5.0,L,3S-3L-3L-3L-3S,,This ship gets +1 to her cannon rolls for every friendly ship within S of her.,"This is the capital ship of the Armada de Barlavento—the special fleet assigned to rid the Spanish Main of pirates. ""The Guarantor"" is often under the command of Almirante del Nero, who oversees his crew's competition with the El Acorazado.",,Spanish Main Unlimited,,,
Spanish,72,Rare,Ship,La Repulsa  ,14.0,1.0,2.0,S+L,3S,,This ship gets +1 to her cannon rolls for every friendly ship within S of her.,The Repulse is a small but effective scout sloop. The confidence and performance of her small crew dramatically improve when she is part of a larger force.,,Spanish Main Unlimited,,,
Spanish,73,Uncommon,Ship,La Joya del Sol  ,12.0,4.0,8.0,S+S,4S-4L-4L-4S,,This ship gets +1 to her boarding rolls.,"An imposing armed merchant ship, ""The Jewel of the Sun"" can move quickly with a large cargo. Built by a consortium of merchants, she was outfitted with decent guns, but her crew is trained in little other than repelling boarders.",,Spanish Main Unlimited,,,
Spanish,74,Uncommon,Ship,El Tirador  ,8.0,3.0,3.0,L,3S-3L-3S,,"Once per turn when this ship hits an enemy ship, also eliminate one crew from that ship.","Comandante Antonio de Silva personally trained the marines on ""The Gunner"" to pick off enemy crew from long range. The ship has thus become famous for leaving her opponents ""headless.""",,Spanish Main Unlimited,,,
Spanish,75,Uncommon,Ship,L'Aguila,12.0,4.0,5.0,L,3S-2L-2L-3S,,"When touching a Pirate ship, this ship may load as much of that ship's treasure as she can carry.","Under Capitán Alarico Castro, ""The Eagle"" has earned a fearsome reputation. Castro's crew has perfected the art of ransacking and destroying their pirate enemies. It is rumored that he keeps a portion of the spoils hidden from Spain.",,Spanish Main Unlimited,,,
Spanish,76,Uncommon,Ship,Cazador Del Pirata  ,11.0,3.0,6.0,L,3L-3L-3L,,This ship gets +1 to her cannon rolls against Pirate ships.,"The crew of the ""Pirate Hunter"" was literally whipped into shape by the obsessive Almirante Devante del Nero. He ensured that the only thing they hated more than him was pirates.",,Spanish Main Unlimited,,,
Spanish,77,Uncommon,Ship,La Resolucion  ,12.0,4.0,4.0,L,2S-3L-3L-2S,,"Once per turn, this ship may randomly take one treasure from any ship she touches.","Capitán Alberto Ladrón was sent from the Castilian court in disgrace, his commission as capitán the only recognition of his years of royal service. He now uses the La Resolución to prepare for his triumphant return to the royal court.",,Spanish Main Unlimited,,,
Spanish,78,Uncommon,Ship,Asesino de la Nave  ,12.0,3.0,4.0,L,2S-2S-2S,,"When this ship hits an enemy ship, you may also eliminate one cargo from that ship.","The ""Ship Killer"" is armed with huge bore cannons capable of devastating short-range damage. Capitán Gonzalo Mora first rose to prominence on her deck.",,Spanish Main Unlimited,,,
Spanish,79,Common,Ship,La Furia  ,12.0,2.0,3.0,L,3S-3S,,This ship eliminates two masts with one hit.,"Although ""The Fury"" was outfitted with the same cannons as the Asesino de la Nave, she does not perform as well at short range, a fact that can be attributed only to the quality of her gun crew.",,Spanish Main Unlimited,,,
Spanish,80,Common,Ship,El Duque  ,11.0,3.0,4.0,S+S,4S-3L-4S,,"If this ship has a Captain crew, she gets +1 to her cannon rolls.","The Duke was once the largest Spanish ship permanently stationed in the Caribbean. Even though there are now larger ships in the area, the El Duque is still the fleet's flagship by virtue of her exceptional crew.",,Spanish Main Unlimited,,,
Spanish,81,Common,Ship,Pescados de Plata  ,8.0,2.0,3.0,S+S,2S-2S,,"Once per turn, this ship may move S after unloading cargo.","The ""Silver Fish"" is fast and agile. Her crews are all ex–merchant sailors, and so they are expert cargo handlers",,Spanish Main Unlimited,,,
Spanish,82,Common,Ship,El Corazon del Mar  ,8.0,3.0,3.0,L,2S-4L-2S,,"If derelict, this ship gains a base move of S.","The crew of ""The Heart of the Sea"" certainly live up to their ship's name: They put their hearts and backs into anything they do.",,Spanish Main Unlimited,,,
Spanish,83,Common,Ship,El Picador  ,5.0,2.0,2.0,S+S,3S-3S,,,"The Bullfighter was named after the story of a famous matador who went to sea after losing his leg in the arena. His spirit is said to inhabit this ship, bringing much courage to her crew.",,Spanish Main Unlimited,,,
Spanish,84,Common,Ship,El Leon  ,9.0,3.0,3.0,L,2S-2L-2S,,Ramming cannot eliminate this ship's masts.,"The capitán of ""The Lion"" relies on his ship's incredibly strong hull and his crew's bloodthirsty nature. In combat, he favors closing in quickly and then sending boarding parties.",,Spanish Main Unlimited,,,
Spanish,85,Rare,Crew,Capitán Alarico Castro,3.0,,,,,Castro's Loyalists,"Once per turn before you give this ship an action, roll a D6. On a 5 or 6, this ship may be given the same action twice.","Castro is a dedicated man, but ultimately not to Spain. He  ""overcame"" his Moorish heritage to rise to the top of the Spanish Navy, but he plots against every Castilian who has wronged him. Castro does his duty, but he patiently waits to make his move.",,Spanish Main Unlimited,,,
Spanish,86,Rare,Crew,Comandante Luys de Alva,3.0,,,,,,This ship gets +1 to her cannon rolls against English ships.,"Some say that de Alva's influential parents are the reason for his rapid climb in the Spanish Navy; these people do not know de Alva. His singular vision is to rid the Spanish Main of foreign holdings, starting with the English and the pirates they sponsor. De Alva's biggest weakness is becoming too ""involved"" with his ""prizes.""",,Spanish Main Unlimited,,,
Spanish,087a,Common,Crew,Master Gunner Rogelio Vazquez,5.0,,,,,Joaquin Vega,All of this ship's cannons have L range.,"Vazquez can hit a wine glass with a cannonball at 500 yards. He secretly desires to own a weapon made by the master himself, Charles Southwyn, so he searches through every treasure haul, looking for items made by the English legend.",,Spanish Main Unlimited,,,
Spanish,087b,Common,Crew,Explorer,1.0,,,,,,This ship may dock and explore a wild island using the same move action.,,,Spanish Main Unlimited,,,
Spanish,088a,Common,Crew,Master Bianco,3.0,,,,,Bianco's Haulers,This ship gets +1 cargo spaces. This crew takes up no cargo space.,"This quiet, unassuming man is in demand for his unrivaled cargo-packing efficiency. But only Capitán Castro knows that Bianco always packs away something extra for himself. Bianco knows that Castro will one day require payment for his secrecy.",,Spanish Main Unlimited,,,
Spanish,088b,Common,Crew,Shipwright,2.0,,,,,,This ship may repair at sea or at any island.,,,Spanish Main Unlimited,,,
Spanish,089a,Common,Crew,Fernando Sanchez,5.0,,,,,Nemesio Diaz,"This ship may dock at an enemy home island and load one treasure. If able, she must leave on your next turn.","Sanchez uses information smuggled to him by Nemesio Diaz to raid enemy ports when they are most laden with gold. Sanchez has put a price on Hawkins' head for tricking his galleon onto a reef, and he's doubled that price for Hawkins' monkey, Skyme. His expensive hatred of the monkey remains unexplained.",,Spanish Main Unlimited,,,
Spanish,089b,Common,Crew,Oarsman,1.0,,,,,,"If derelict, this ship gains a base move of S. This crew takes up no cargo space.",,,Spanish Main Unlimited,,,
Spanish,090a,Common,Crew,Almirante Devante del Nero,3.0,,,,,,This ship gets +1 to her cannon rolls against Pirate ships.,"Almirante del Nero, commander of the Armada de Barlavento, is a man driven almost mad by his zeal to rid the Spanish Main of pirates. To fail will be to fail his duty to God. His vision is so singular that he even secretly corresponds with his nation's enemy, Governor Lynch of Jamaica.",,Spanish Main Unlimited,,,
Spanish,090b,Common,Crew,Explorer,1.0,,,,,,This ship may dock and explore a wild island using the same move action.,,,Spanish Main Unlimited,,,
Spanish,091a,Common,Crew,Castro's Loyalists,2.0,,,,,Capitán Alarico Castro,This ship gets +1 to her boarding rolls.,"Over the years, Capitán Castro has surrounded himself with loyal crew. They are hardened men who fight well and don't question their orders, and Castro is betting on that when the time comes to change flags.",,Spanish Main Unlimited,,,
Spanish,091b,Common,Crew,Shipwright,2.0,,,,,,This ship may repair at sea or at any island.,,,Spanish Main Unlimited,,,
Spanish,092a,Common,Crew,Joaquin Vega,4.0,,,,,Master Gunner Rogelio Vazquez,This ship ignores the first hit she takes each turn as long as she has all of her masts.,"Joaquin Vega is a master blacksmith. His swords rival those of Castile, and his ship armor is unparalleled the world over.",,Spanish Main Unlimited,,,
Spanish,092b,Common,Crew,Musketeer,3.0,,,,,,This ship gains one rank 3 cannon with S range cannon that may not have its range or cannon roll increased. It can shoot from any mast (even an eliminated mast).,,,Spanish Main Unlimited,,,
Spanish,093a,Common,Crew,Bianco's Haulers,3.0,,,,,Master Bianco,This ship may unload cargo at your home island if she's within S of it.,Master Bianco has a small fleet that shuttles his secret stores from the ships in the middle of the night. The strong backs and iron arms of his Haulers help to move the cargo quickly by rowboat and to defend it from curious eyes and meddling hands.,,Spanish Main Unlimited,,,
Spanish,093b,Common,Crew,Musketeer,3.0,,,,,,This ship gains one rank 3 cannon with S range cannon that may not have its range or cannon roll increased. It can shoot from any mast (even an eliminated mast).,,,Spanish Main Unlimited,,,
Spanish,094a,Common,Crew,Nemesio Diaz,5.0,,,,,Fernando Sanchez,"Once per turn, cancel the ability of one crew or ship within S of this ship.","Nemesio Diaz (aka William Cob, Jean Parisot la Valette, and Michel van Horn) is a true son of Spain, but he spends most of his time spying on the aristocracy of Spain's enemies. He works to defeat any who would plunder the riches that are Spain's by papal decree; that is, all of the Americas.",,Spanish Main Unlimited,,,
Spanish,094b,Common,Crew,Explorer,1.0,,,,,,This ship may dock and explore a wild island using the same move action.,,,Spanish Main Unlimited,,,
Spanish,095a,Common,Crew,Gonzalo Mora,2.0,,,,,,"When this ship hits another ship, you choose which mast is eliminated.","Capitán Mora is a shark who prefers surgical strikes to the blundering tactics of the English. His instincts about the weak spot of a fleet or ship are amazing, allowing his gunners to do more damage with a single shot than other crews might do with several broadsides.",,Spanish Main Unlimited,,,
Spanish,095b,Common,Crew,Oarsman,1.0,,,,,,"If derelict, this ship gains a base move of S. This crew takes up no cargo space.",,,Spanish Main Unlimited,,,
Spanish,096a,Common,Crew,Comandante Antonio de Silva,2.0,,,,,,"Once per turn when this ship hits an enemy ship, also eliminate one crew from that ship.","As a King's Marine, de Silva was once one of Spain's top musketeers. When he lost his right eye to a grape-shot volley fired by Christopher Myngs' ship, he feared for his career. But he learned to shoot all over again, vowing revenge on Myngs, his pirates, and all English.",,Spanish Main Unlimited,,,
Spanish,096b,Common,Crew,Oarsman,1.0,,,,,,"If derelict, this ship gains a base move of S. This crew takes up no cargo space.",,,Spanish Main Unlimited,,,
UT,97,Rare,Treasure,Shipping Charts,,,,,,,"Once per turn, this ship may look at one face-down cargo on any ship.",,"6,5,4,3,2,2,1,1,1",Spanish Main Unlimited,,,
UT,98,Rare,Treasure,Marksman's Map,,,,,,,"Once per turn, this ship may look at one face-down treasure on any island.",,"6,5,4,3,2,2,1,1,1",Spanish Main Unlimited,,,
UT,99,Rare,Treasure,Forged Papers,,,,,,,This ship may dock and explore a wild island using the same move action.,,"6,5,4,3,2,2,1,1,1",Spanish Main Unlimited,,,
UT,100,Rare,Treasure,Homemade Flag,,,,,,,Cannon ranges of enemy ships are reduced to S against this ship.,,"6,5,4,3,2,2,1,1,1",Spanish Main Unlimited,,,
UT,101,Rare,Treasure,Rum,,,,,,,Do not give this ship an action the turn after loading Rum. Rum is worth gold equal to 6 minus the number of this ship's crew when Rum was loaded.,,"6,5,4,3,2,2,1,1,1",Spanish Main Unlimited,,,
UT,102,Rare,Treasure,Plague,,,,,,,"Eliminate all crew on this ship; she cannot dock. When she touches another ship, unload Plague onto that ship.",,"6,5,4,3,2,2,1,1,1",Spanish Main Unlimited,,,
English,103,Generic,Crew/T,Captain,3.0,,,,,,This ship may move and shoot using the same move action.,,,Spanish Main Unlimited,,,
Pirate,104,Generic,Crew/T,Captain,3.0,,,,,,This ship may move and shoot using the same move action.,,,Spanish Main Unlimited,,,
Pirate,105,Generic,Crew/T,Cannoneer,2.0,,,,,,"Once per turn, one of this ship's cannons may shoot again if it misses.",,,Spanish Main Unlimited,,,
Spanish,106,Generic,Crew/T,Captain,3.0,,,,,,This ship may move and shoot using the same move action.,,,Spanish Main Unlimited,,,
Spanish,107,Generic,Crew/T,Cannoneer,2.0,,,,,,"Once per turn, one of this ship's cannons may shoot again if it misses.",,,Spanish Main Unlimited,,,
Pirate,108,Generic,Crew/T,Helmsman,2.0,,,,,,This ship gets +S to her base move.,,,Spanish Main Unlimited,,,
English,109,Generic,Crew/T,Cannoneer,2.0,,,,,,"Once per turn, one of this ship's cannons may shoot again if it misses.",,,Spanish Main Unlimited,,,
English,110,Generic,Crew/T,Helmsman,2.0,,,,,,This ship gets +S to her base move.,,,Spanish Main Unlimited,,,
Spanish,111,Generic,Crew/T,Helmsman,2.0,,,,,,This ship gets +S to her base move.,,,Spanish Main Unlimited,,,
Pirate,112,Generic,Crew/T,Oarsman,1.0,,,,,,"If derelict, this ship gains a base move of S. This crew takes up no cargo space.",,"1,1,1,2,2,2,3,3,4",Spanish Main Unlimited,,,
English,113,Generic,Crew/T,Musketeer,3.0,,,,,,This ship gains one 3S cannon that may not have its range or cannon roll increased. It can shoot from any mast (even an eliminated mast).,,,Spanish Main Unlimited,,,
Spanish,114,Generic,Crew/T,Musketeer,3.0,,,,,,This ship gains one 3S cannon that may not have its range or cannon roll increased. It can shoot from any mast (even an eliminated mast).,,,Spanish Main Unlimited,,,
Pirate,115,Generic,Crew/T,Musketeer,3.0,,,,,,This ship gains one 3S cannon that may not have its range or cannon roll increased. It can shoot from any mast (even an eliminated mast).,,,Spanish Main Unlimited,,,
Pirate,116,Generic,Crew/T,Explorer,1.0,,,,,,This ship may dock and explore a wild island using the same move action.,,,Spanish Main Unlimited,,,
Spanish,117,Generic,Crew/T,Oarsman,1.0,,,,,,"If derelict, this ship gains a base move of S. This crew takes up no cargo space.",,,Spanish Main Unlimited,,,
English,118,Generic,Crew/T,Oarsman,1.0,,,,,,"If derelict, this ship gains a base move of S. This crew takes up no cargo space.",,,Spanish Main Unlimited,,,
Pirate,119,Generic,Crew/T,Shipwright,2.0,,,,,,This ship may repair at sea or at any island.,,,Spanish Main Unlimited,,,
English,120,Generic,Crew/T,Shipwright,2.0,,,,,,This ship may repair at sea or at any island.,,,Spanish Main Unlimited,,,
Spanish,121,Generic,Crew/T,Shipwright,2.0,,,,,,This ship may repair at sea or at any island.,,,Spanish Main Unlimited,,,
Pirate,UL-008,Common,Ship,Bunte Kuh ,9.0,3.0,4.0,L,2S-2S-2S,,"Versenkt das Schiff ein anderes Schiff, so darfst du einen seiner Masten repaireren.",,,Spanish Main Unlimited,,,
Pirate,UL-013,Uncommon,Ship,Roter Teufel  ,12.0,4.0,6.0,L,3S-2L-2L-3S,,Einmal pro Spielzug darf sich das Schiff einen verdeckten Schatz auf einer beliebigen Insel anschauen.,,,Spanish Main Unlimited,,,
Pirate,UL-017,Uncommon,Ship,Klabautermann ,5.0,2.0,3.0,S+S,3L-3L,,Englische Schiffe bekommen +1 auf Kanonenwürfe gegen dieses Schiff.,,,Spanish Main Unlimited,,,
Pirate,UL-026,Common,Ship,Sturmvogel,9.0,3.0,2.0,S+S,4S-4L-4S,,L-Reichweiten-Kanonen können dieses Schiff nicht treffen.,,,Spanish Main Unlimited,,,
Pirate,1,Rare,Ship,Deliverance  ,19,5.0,4.0,S+L,3S-3L-3L-3L-3S,,Ghost Ship.,"Damned souls are condemned to the Deliverance,where they commit the same atrocities that doomed them in life. This spectral ship is commanded by Wraith—an entity whose malice rivals that of the Devil.",,Crimson Coast,,,
